APK tot;Bouwjaar;Brandstof;Carrosserie;Kenteken;Kilometerstand;Kosten p/m;Merk & Model;Motorinhoud;Opties;Prijs;SellersName;Transmissie;Uitvoering;Vermogen;adDate;description;location;saved;url;views;Centrale vergrendeling;USB;Airconditioning;Elektrische ramen;Lichtmetalen velgen;Metallic lak;Trekhaak;Cruise Control;Bluetooth;Radio;ABS;Airbags;Boordcomputer;Schuifdeur;/0;Datum van registratie;Parkeersensor;Alarm;Elektrische buitenspiegels;Topsnelheid;Startonderbreker;Traction-control;Mistlampen;Verwarmde buitenspiegels;Energielabel;Verbruik;Electronic Stability Program (ESP);Bekleding leder;APK;Navigatiesysteem;Climate control;4x4;Parkeerassistent;Parkeercamera;Open dak;Stoelverwarming;Isofix;Stuurwielverwarming;Emergency brake assist;Xenon verlichting;Garantie;Sportpakket;Sportstoelen;Adaptive Cruise Control;Elektrische stoelverstelling;Elektrische achterklep;Adaptieve lichten;Panoramadak;Keyless entry;Spraakbediening;Dodehoekdetectie
11 oktober 2018;2006;Diesel;Gesloten Wagen;76-BV-VK;308139;;Volkswagen Transporter;2.460 cc;;3950;;Handgeschakeld 6 versnellingen;2.5 TDI 130 PK - 60 EDITION + LEDER;131;19 mei '20, 16:43;"Zeer complete 60 Edition / 60th Anniversary uitvoering, Zwart volledig leder interieur met 60 logo's, 3 zitplaatsen, Enkel cabine, 2.5 TDI 130 PK met 6 versnellingen, Airco, Cruise control, Bumpers en...

Volkswagen Transporter 2.5 TDI 130 PK - 60 EDITION + LEDER

Algemene gegevens

Tellerstand: 308.139 km
Carrosserievorm: Bestelauto
Aantal deuren: 4
Brandstofsoort: Diesel
Bouwjaar: jan 2006
Transmissie: 6 versnellingen, Handgeschakeld
Kleur: Grijs metallic

Technische gegevens

Motorinhoud: 2.460 cc
Aantal cilinders: 5
Vermogen: 96 kW (131 PK)
Wielbasis: 300 cm
Ledig gewicht: 1.767 kg
Laadvermogen: 1.033 kg
GVW: 2.800 kg

Functionaliteit

Aantal zitplaatsen: 3

Financiële gegevens

Motorrijtuigenbelasting: € 109 per kwartaal
BTW/Marge: excl. BTW

Exterieur
Achterklep met ruit
Buitenspiegels elektrisch verstelbaar
Centrale deurvergrendeling met afstandsbediening
Elektronisch Sper Differentieel
Lichtmetalen velgen
Metaalkleur
Mistlampen voor
Parkeersensor achter
Trekhaak
Warmtewerend glas
Zijschuifdeur rechts

Infotainment
Radio cd speler

Interieur
Airco
Cruise control
Elektrische ramen voor
Stuurbekrachtiging
Stuur verstelbaar

Veiligheid
Airbag bestuurder
Alarm klasse 1(startblokkering)
Anti Blokkeer Systeem
Anti doorSlip Regeling


Zeer complete 60 Edition / 60th Anniversary uitvoering, Zwart volledig leder interieur met 60 logo's, 3 zitplaatsen, Enkel cabine, 2.5 TDI 130 PK met 6 versnellingen, Airco, Cruise control, Bumpers en buitenspiegels in carrosseriekleur, RVS sidebars, Lichtmetalen velgen, ASR, Elektrisch inklapbare buitenspiegels, Zijschuifdeur, Trekhaak, Parkeersensoren, Houten kasten (kunnen uiteraard gedemonteerd worden), Prijs is exclusief BTW.

Géén gewijzigde openingstijden i.v.m. het Coronavirus: iedere werkdag geopend van 08.00 tot 21.00 uur en zaterdag van 09.00 tot 17.00 uur. Wij hebben een buitenterrein van ruim 10.000 vierkante meter en een ruime showroom, er is dus ruimte genoeg om de 1,5 meter afstand te houden. De door ons genoemde communicatieadviesprijzen zijn inclusief onvermijdbare kosten benodigd voor levering van de auto. Optionele pakketten en-/of uitrusting zijn altijd een keuze van de consument en worden tegen meerprijs geleverd. Voor meer foto's van dit voertuig bezoekt u onze website www.hazet.nl.
Inruil- en financiering van uw auto is mogelijk. Tevens financial lease beschikbaar met zeer gunstige tarieven en acceptatievoorwaarden, ook voor ZZP’ers. Ons adres: Transitoweg 2, 4051 CA, Ochten. Wij zijn telefonisch bereikbaar op: +31344642819 en tijdens openingstijden via Whatsapp: +31633025511 (bellen naar dit nummer is niet mogelijk).";Ochten;0;https://link.marktplaats.nl/m1552979433;26;true;;true;true;true;true;true;true;;true;true;;;true;true;13 januari 2006;true;true;true;;true;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2009;Diesel;Gesloten Wagen;09-VZP-6;134333;;Volkswagen Transporter;1.896 cc;;6850;;Handgeschakeld 5 versnellingen;BESTEL 1.9 D 75KW AIRCO/Cruise;102;19 mei '20, 16:51;"Volkswagen Transporter BESTEL 1.9 D 75KW AIRCO/Cruise

Carrosserievorm: Chassis cabine
Transmissie: 5 versnellingen, Handgeschakeld
Modeljaar: 2008
Kleur: Blauw
Aantal cilinders: 4
Ledig gewicht: 1.692 kg
Laadvermogen: 908 kg
GVW: 2.600 kg
Afmetingen (LxBxH): 489 x 190 x 197 cm
Wielbasis: 300 cm
Bekleding: Stof
Interieurkleur: Donker grijs
Aantal zitplaatsen: 3
Onderhoudsboekjes: Aanwezig (dealer onderhouden)
BOVAG 40-Puntencheck: Ja
BTW: De getoonde prijs is exclusief BTW
BTW/marge: BTW verrekenbaar voor ondernemers
Motorrijtuigenbelasting: € 104 per kwartaal
Optioneel afleverpakket (€ 395): Garantie 3mnd: Zie uitleg over de afleverpakketten op onze website www.garagedewaard.nl (onder kopje occasions)
Dit afleverpakket bevat: in overleg

Opties en accessoires

Specifiek:
Imperiaal RVS

Overige:
Achterklep
Airbags voor
Airconditioning
Anti blokkeer systeem
Bekerhouders
Betimmering
Bijrijdersstoel
Boordcomputer
Buitentemperatuurmeter
Centrale deurvergrendeling afstandbediend
Cruise Control
Derde remlicht
Elektrisch bedienbare ramen voor
Elektrisch verstelbare buitenspiegels
Getint glas
Houten vloer in laadruimte
Imperiaal
In hoogte verstelbaar stuur
Middenarmsteun voor
Raam in achterklep
Radio/CD speler
Reservewiel
Sperdifferentieel
Stuurbekrachtiging
Trekhaak
Tussenschot
Volledige scheidingswand met ruit
Warmtewerend glas
Zijdeur
Zijschuifdeur rechts


Garage de Waard B.V.
Kerkstraat 47A
1738BH WAARLAND
Tel: 0226-421900
E-mail: info@garagedewaard.nl
Wij zijn aangesloten bij de BOVAG";Waarland;0;https://link.marktplaats.nl/m1552983333;19;true;;true;true;;;true;true;;true;true;true;true;true;true;05 februari 2009;;;true;;;;;;;;;;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
17 januari 2020;2008;Diesel;MPV;91-VLF-8;134830;;Volkswagen Transporter;2.460 cc;;10950;;Automaat 6 versnellingen;2.5 TDI 9-pers autom. incl btw/bpm NIEUWSTAAT standkachel 175pk 2x schuifdeuren camper kampeerwagen mog.;175;19 mei '20, 17:14;"Zeer mooie ex overheid brandweer wagen WERKELIJKE NIEUWSTAAT, altijd in de verwarmde kazerne gestald
Inclusief btw en bpm, dus kosteloos om te bouwen naar camper bus [moet wel aangepast worden aan de...

Volkswagen Transporter 2.5 TDI 9-pers autom. incl btw/bpm NIEUWSTAAT standkachel 175pk 2x schuifdeuren camper kampeerwagen mog.

Algemene gegevens

Tellerstand: 134.830 km
Carrosserievorm: Bestelauto
Aantal deuren: 4
Brandstofsoort: Diesel
Bouwjaar: jan 2008
Transmissie: 6 versnellingen, Automaat
Kleur: Rood
Onderhoudsboekjes: Aanwezig (dealer onderhouden)

Technische gegevens

Motorinhoud: 2.460 cc
Aantal cilinders: 5
Vermogen: 129 kW (175 PK)
Wielbasis: 300 cm
Ledig gewicht: 2.121 kg
Laadvermogen: 679 kg
GVW: 2.800 kg
Max. trekgewicht: 2.500 kg

Functionaliteit

Aantal zitplaatsen: 9

Financiële gegevens

Motorrijtuigenbelasting: € 127 per kwartaal
BTW/Marge: Marge (Bedrijven kunnen geen BTW terugvorderen van de belasting)
Oorspronkelijke cataloguswaarde: € 37.430


Achterklep met ruit
Achterruitwisser
Airbag bestuurder
Airbag passagier
Airco
Alarm klasse 1(startblokkering)
Anti Blokkeer Systeem
Anti doorSlip Regeling
Armsteun
Boordcomputer
Buitenspiegels elektrisch verstel- en verwarmbaar
Bumpers in carrosseriekleur
Centrale deurvergrendeling met afstandsbediening
Elektrische ramen voor
Elektronisch Sper Differentieel
Elektronisch Stabiliteits Programma
Lederen stuurwiel en versnellingspook
mistlampen voor
Parkeersensor achter
Radio cd speler
Standkachel
Stuurbekrachtiging
Stuur verstelbaar
Warmtewerend glas
Zijschuifdeur links
Zijschuifdeur rechts


Zeer mooie ex overheid brandweer wagen WERKELIJKE NIEUWSTAAT, altijd in de verwarmde kazerne gestald
Inclusief btw en bpm, dus kosteloos om te bouwen naar camper bus [moet wel aangepast worden aan de camper eisen bij de rdw, maar belasting vrij!]
Originele vw standkachel met timmer
2 zijschuifdeuren
Sterke 175pk motor met een perfect soepel schakelende automaat 6 versnellingen
Werkelijk een topstaat bus
Recent alle filters en banden vervangen
GEEN BIJKOMENDE KOSTEN , totaal 10950,- marge

Winkelauto's is gespecialiseerd in de in- en verkoop bedrijfswagens en personenauto's

Hoewel aan de informatie van deze advertentie de grootst mogelijke zorg wordt besteed, kan de adverteerder niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. Voor de exacte uitvoering en beschikbaarheid van de auto kunt U contact met ons opnemen via 0031 (0) 653172660.

INRUIL VAN UW OUDE AUTO IS BIJ ONS OOK MOGELIJK !
KIJK OOK VOOR FINANCIAL LEASE MOGELIJKHEDEN OP ONZE WEBSITE.

Onze openingstijden zijn:
Maandag t/m vrijdag 10.00 - 17.30
Zaterdag op afspraak
Zondag gesloten

Winkel bedrijfs- en personenauto's
's-Gravenweg 306
2911BJ NIEUWERKERK YSSEL
Tel: 06-53172660
E-mail: info@winkelauto.nl";Nieuwerkerk aan den IJssel;3;https://link.marktplaats.nl/m1552993085;30;true;;true;true;;;;;;true;true;true;true;true;true;17 januari 2008;true;true;true;;true;true;true;true;;;true;;;;;;;;;;;;;;;;;;;;;;;;
;2010;Diesel;Gesloten Wagen;8-VKG-61;112675;;Volkswagen Transporter;1.968 cc;;13450;;Automaat 6 versnellingen;2.0 TDI L1H1 DC Comfortline;179;19 mei '20, 19:26;"Comfort-pakket, Elektrisch-pakket. Prestaties op hoog niveau, een onderscheidende, stijlvolle carrosserie en een ruim en comfortabel interieur, het zijn de eigenschappen waarmee auto’s als deze Volkswagen...

Volkswagen Transporter 2.0 TDI L1H1 DC Comfortline GEEN BTW RIJKLAARPRIJS INCL GARANTIE

Algemene gegevens

Tellerstand: 112.675 km
Carrosserievorm: Bestelauto
Aantal deuren: 4
Brandstofsoort: Diesel
Bouwjaar: okt 2010
Transmissie: Automaat
Kleur: Zilver

Technische gegevens

Motorinhoud: 1.968 cc
Aantal cilinders: 4
Vermogen: 132 kW (179 PK)
Topsnelheid: 191 km/u
Acceleratie (0-100): 10,0 s
Wielbasis: 300 cm
Ledig gewicht: 1.916 kg
Laadvermogen: 884 kg
GVW: 2.800 kg

Functionaliteit

Aantal zitplaatsen: 6
Lengte/hoogte: L1H1

Financiële gegevens

Motorrijtuigenbelasting: € 115 per kwartaal
BTW/Marge: Marge (Bedrijven kunnen geen BTW terugvorderen van de belasting)
Oorspronkelijke cataloguswaarde: € 51.639

Optiepakketten
Comfort-pakket (Airco, Buitenspiegels elektrisch verstel- en verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor, mistlampen voor)
Elektrisch-pakket (Buitenspiegels elektrisch inklapbaar, Buitenspiegels elektrisch verstel- en verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)

Exterieur
Achterklep met ruit
Buitenspiegels elektrisch inklapbaar
Buitenspiegels elektrisch verstel- en verwarmbaar
Bumpers in carrosseriekleur
Centrale deurvergrendeling met afstandsbediening
Elektronisch Sper Differentieel
Lichtmetalen velgen 17""
mistlampen voor
Trekhaak
Zijschuifdeur rechts

Interieur
Airco
Boordcomputer
Elektrische ramen voor

Veiligheid
Airbag bestuurder
Airbag passagier
Alarm klasse 1(startblokkering)
Anti Blokkeer Systeem
Anti doorSlip Regeling
Elektronisch Stabiliteits Programma


Prestaties op hoog niveau, een onderscheidende, stijlvolle carrosserie en een ruim en comfortabel interieur, het zijn de eigenschappen waarmee auto’s als deze Volkswagen Transporter hun reputatie hebben gevestigd. De krachtige motor geeft deze Volkswagen uitstekende prestaties. Natuurlijk behoren 17 inch lichtmetalen velgen, elektrisch bedienbare ramen voor en elektrisch inklapbare buitenspiegels ook tot de uitrusting van deze complete auto.

Het maakt niet uit hoe warm het buiten is, want met de airconditioning bepaalt u zelf de binnentemperatuur. De uitrusting van deze Volkswagen is met boordcomputer en centrale deurvergrendeling met afstandsbediening behoorlijk compleet.

Wij leveren u deze auto natuurlijk met een tellerrapport van Nationale Autopas. We doen ons best om deze auto voor u te omschrijven, maar het beste ervaart u hem als hij voor u staat. Neemt u snel contact met ons op voor een afspraak?

Buiten openingstijden zijn wij ook bereikbaar op tel nr 06-25026070.

Auto Jansingh
Transportbaan 13
9672BJ WINSCHOTEN
Tel: 0597-421113
Fax: 0597-418018
E-mail: info@autojansingh.nl
Wij zijn aangesloten bij de BOVAG";Winschoten;0;https://link.marktplaats.nl/m1553041792;8;true;;true;true;true;;true;;;;true;true;true;true;true;26 oktober 2010;;true;true;;true;true;true;true;;12,82 km/l;true;;Bij aflevering;;;;;;;;;;;;BOVAG Garantie;;;;;;;;;;
21 juli 2020;2005;Diesel;Gesloten Wagen;13-BT-JB;357000;;Volkswagen Transporter;1.896 cc;;1490;Orhan;Handgeschakeld 5 versnellingen;BESTEL 1.9 TDI 63KW 0.8;86;18 apr. '20, 19:23; Auto loopt en rijdt goed!  volkswagen transporter bestel tdi 63kw 0.8 Kleur wit bouwjaar 08-06-2005 brandstof diesel vermogen 63 kw / 86 pk apk tot 21-07-2020 Vaste prijs ex.btw;;20;https://link.marktplaats.nl/m1538777362;1841;true;;;;true;;;;;;true;true;;;true;;true;;;146 km/h;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21 november 2020;2008;Diesel;Gesloten Wagen;16-VNG-6;260850;;Volkswagen Transporter;2.461 cc;;8799;peter;Handgeschakeld 6 versnellingen;BESTEL 2.5 TDI 96KW DC;131;22 mrt. '20, 08:41; Nette Transporter T5 verlengde uitvoering Dubbele cabine Elektrische ramen Elektrische spiegels Airco Stuurbekrachtiging Cruise control Centrale vergrendeling Lichtmetalen velgen PDC Trekhaak  Bij 235.000 grote reparatie gehad Koppeling en vliegwiel Grote beurt Nokkenas Hogedruk brandstofpomp Verstuivers gereviseerd Klepstoters vervangen Kabelboom naar de verstuivers Gloeistiften;;25;https://link.marktplaats.nl/m1527890908;1649;true;;true;true;true;true;true;true;;true;;true;true;true;true;;;;true;;;;true;;;;;;;;;;true;;;;;;;;;;;;;;;;;;
28 februari 2021;2010;Diesel;Ambulance;65-KKH-3;275112;;Volkswagen Transporter;2.461 cc;;10940;;Automaat;2.5 TDI;131;19 apr. '20, 08:41;" Aantal Assen: 2, Configuratie: 4x2, Eigen gewicht: 2240 kg, Totaalgewicht: 3200 kg, Trekgewicht ongeremd: 750 kg, Vering type: vollucht, Soort cabine: Dubbele cabine, Soort cabine: enkele cabine, Cruise...  Volkswagen Transporter 2.5 TDI ambulance t5  Carrosserievorm: Bestelauto Transmissie: 7 versnellingen, Automaat Kleur: Geel Cabine: dag Bandenmaat: 215/65R16,0 Remmen: schijfremmen Vering: luchtvering As 1: Bandenprofiel links: 9 mm; Bandenprofiel rechts: 9 mm As 2: Bandenprofiel links: 9 mm; Bandenprofiel rechts: 9 mm Aantal cilinders: 5 Ledig gewicht: 2.240 kg Laadvermogen: 960 kg GVW: 3.200 kg Afmetingen (LxBxH): 525 x 205 x 270 cm Wielbasis: 340 cm Afmetingen laadruimte: 275 x 125 x 180 cm Aantal zitplaatsen: 4 Emissieklasse: Euro 5 Algemene staat: goed Technische staat: goed Optische staat: goed Aantal sleutels: 2 Garantie: Bedrijfsauto’s tot 180.000 km en 8 jaar leveren wij met tot wel 2 jaar garantie, wanneer u kiest voor een afleverpakket waarbij wij van u de auto ook een servicebeurt mogen geven. Garantiewerk kunt u in overleg met onze snel beslissende 14-talige servicedesk bij u in de buurt laten uitvoeren. In tegenstelling tot bij andere adressen is deze garantie ook geldig als u door Europa rijdt of op vakantie bent. Naast garantie bent u bij ons zeker van de kwaliteit van uw aankoop! Elke bus wordt namelijk door ons TÜV-Nord gecontroleerde testcentrum op 22 punten op voorhand volledig geïnspecteerd. Er wordt gekeken hoe de bus zich verhoudt tot anderen van hetzelfde type met vergelijkbare kilometerstand en leeftijd. Dit levert een open in te zien testrapport op, waarin staat hoe de auto op dat moment verhoudingsgewijs scoort. Dit rapport plaatsen we standaard bij ieder voertuig bij ons op de website en daarnaast ligt het in de auto achter de voorruit. Aan de hand van de uitkomst van deze test wordt de prijs van de bus bepaald. Daarom kan het zijn dat twee op het oog dezelfde auto’s van hetzelfde jaar of met dezelfde kilometerstand toch in prijs schelen. Juist om deze reden nodigen wij u ook van harte uit in de grootste bestelbusshowroom van Europa, gelegen centraal in Nederland. Elke auto is anders. Een ding is zeker: Uw volgende staat er zeker tussen: Wij luisteren naar uw verhaal. BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 134 per kwartaal Referentienummer: 272445  Opties en accessoires  ABS (Anti Blokkeer Systeem) Airconditioning Cruise control Dubbele cabine Elektrische ramen Elektrische spiegels Getint glas Tussenschot   Aantal Assen: 2, Configuratie: 4x2, Eigen gewicht: 2240 kg, Totaalgewicht: 3200 kg, Trekgewicht ongeremd: 750 kg, Vering type: vollucht, Soort cabine: Dubbele cabine, Soort cabine: enkele cabine, Cruise control, Airconditioning, Aantal airbags: 1, Achterwisser, Parkeerhulp: Achterkant, Getint glas, Elektrische ramen, Elektrische spiegels, Tussenschot, Chauffeurspositie: Linksrijdend, Kleur: Geel, Onderhoudsboekje, Motorvermogen: 96 Kw (129 Hp), Brandstof: diesel, Euro: 5, Soort versnellingsbak: Automaat, Versnellingen: 7, Stuurbekrachtiging, ABS (Anti Blokkeer Systeem), Opbouw model: Middellang – Extra verhoogd dak, Zijdeuren: 1, Zijruiten: 2, Achtersluiting: dubbele deur, Zitplaatsen: 4, RAL1016 Automatic gearbox, Reservewiel, Profiel reservewiel: 9 mm  Waarom u bij www.bestelbus.nl leaset of koopt?  U kiest voor professioneel geselecteerde bussen die wij aan dealers en eindgebruikers leveren.  We zijn van maandag t/m donderdag van 8 tot 19 uur geopend, vrijdag van 8 tot 17 uur en zaterdag van 9 tot 17 uur. Bel ons op 088-2243300 of mail SalesVans@kleyn.com en wij zoeken voor u.  Bestelbus.nl is de grootste onafhankelijke dealer in jong gebruikte gesloten bussen, bakwagens, koelers, vriezers, personenbussen, open bakken, kippers, pick-ups, huiven en chassis-cabines. Met meer dan 650 vans vindt u altijd een bij uw situatie passende bedrijfsauto: - Scherpe prijzen - Merkonafhankelijke ervaren bedrijfswagenadviseurs - Wij kopen uw auto graag in - Soepele en snelle (starters)lease - Tot 2 jaar garantie bij uw eigen dealer - Open inzichtelijk TÜV-kwaliteitsrapport  U betaalt bij ons geen verplichte afleverkosten en elke auto is standaard voorzien van afleverpakket Base. Kortom, bezoek www.bestelbus.nl of komt u zich centraal in Nederland aan Afslag 29 van de A15 op 20 minuten van Utrecht geheel vrijblijvend oriënteren. Goede koffie staat klaar!  Bestelbus.nl is onderdeel van de KLEYN Groep, die sinds 1919 al bijna 100 jaar vertrouwd Trucks, Trailers, Vans en onderdelen wereldwijd levert.  Doordeweeks en zaterdags kunt u ook 's avonds bellen met Marcel Balsters op 0183-668224.";Vuren;6;https://link.marktplaats.nl/m1538893949;378;;;true;true;;;;true;;;true;;;;true;01 januari 2010;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2008;Diesel;;18-VNG-6;218000;;Volkswagen;2.461 cc;;9500;Erkanci Aleksandar;Automaat;;;19 apr. '20, 10:46; Auto is helemaal perfect nieuwe banden grote buurt gehad auto is perfect staan twee schuifdeuren schuifdak 220w stopcontact bagage. APK tot 02-12-2020;Amsterdam;11;https://link.marktplaats.nl/m1538982597;665;true;;true;true;true;true;;true;true;true;true;true;;true;true;;true;true;true;;;;true;;;;true;true;;true;true;;;;true;;;;;;;;;true;true;true;;;;;
04 mei 2021;2008;Diesel;Gesloten Wagen;25-VPX-5;317800;;Volkswagen Transporter;2.461 cc;;7450;Marco;Automaat 6 versnellingen;BESTEL 2.5 D 96KW AUT;131;10 apr. '20, 18:18; Volkswagen T5 dubbele cabine met lange wielbasis, 2.5TDI 131PK en een automatische versnellingsbak.  Doordat ik na aanschaf in 2011 zelf de dubbele cabine heb ingebouwd is er rekening gehouden met maximaal comfort. De auto heeft achterin een enorme beenruimte en armsteunen op de zijkanten van de achterbank. De inbouw is RDW goedgekeurd en de auto staat ook als 6-persoons op kenteken.  We hebben hier 9 jaren enorm veel plezier van gehad, maar doordat ik nu de beschikking heb over een auto van de zaak is de bus overbodig geworden.  Inclusief set winterbanden op velg met originele wieldoppen.  Hier en daar enkele sporen van gebruik, maar gezien de leeftijd van de auto geen rare dingen.;;15;https://link.marktplaats.nl/m1535279511;728;true;;true;true;;true;true;;true;true;true;true;true;true;true;;;true;true;;;;;;;;;true;;;;;;;;;;;;;;;;;;;;;;;
08 april 2021;2007;Diesel;Gesloten Wagen;67-VKP-6;310069;;Volkswagen Transporter;2.500 cc;;3640;;Handgeschakeld 6 versnellingen;2.5 TDI 96 KW DC;131;09 mei '20, 04:01; Volkswagen Transporter 2.5 TDI 96 KW DC  Bijzonderheden: APK 08-04-2021  Algemeen: Voertuig type: Bedrijfswagen Soort auto: Dubbele cabine Soort kenteken: Grijs BTW Aftrekbaar: Nee Datum deel 1: 29-11-2007 Kilometerstand: 310069 (NAP weblabel aanwezig) APK tot: 08-04-2021  Motor: Aantal Cilinders: 5 cilinders Motorinhoud: 2461 cc Vermogen: 131 pk Brandstof: Diesel  Transmissie: Transmissie: Handmatig Aangedreven wielen: 2 Aantal versnellingen: 5  Carrosserie: Bouwjaar: 2007 Kleur: Rood Aantal deuren: 5  Overig: Gewicht: 2020 kg Treklast(ongeremd): 750 kg  Accessoires:  ABS Airbag(s) Airco alle soorten auto's als inruil mogelijk Bumpers en spiegels in carroserie kleur Centr. deurvergrendeling elektr buitenspiegels Elektrische ramen garantie vanaf 50,00 euro p/m Getint glas hoofdst Start onderbreking Stuurbekrachtiging Traction control Trekhaak Warmtewerend glas ;Rotterdam;4;https://link.marktplaats.nl/m1548349707;143;true;;true;true;;;true;;;;true;true;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20 augustus 2020;2009;Diesel;Gesloten Wagen;2-VDL-10;93941;;Volkswagen TRANSPORTER;2.461 cc;;8750;;Handgeschakeld 6 versnellingen;2.5 TDI 5cilinder/Airco 93000 km;131;09 mei '20, 06:25;    Prijs is excl. BTW  Opties en Extra's  100% Dealeronderhouden ABS Airbag Bestuurder Airbag Passagier Airconditioning Airconditioning, handbediend APK bij aflevering Bekerhouder voor Betimmering Bijrijdersbank Centrale deurvergrendeling, afstandbediend Elektrische ramen voor Onderhoudsboekje aanwezig Radio/CD Stuurbekrachtiging Trekhaak, vast Tussenschot Verstelbaar stuur        Autobedrijf Koos Pellegrom  A.H.de Kockstraat 3b 4181 PS Waardenburg Tel: 0418-652211 Fax: 0418-652362 Email: info@koospellegrom.com;Waardenburg;0;https://link.marktplaats.nl/m1548366574;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
